price,bedrooms,bathrooms,latitude,longitude,property_type,tenure,listing_update_reason,summary,url
290000,3,1.0,51.53372,-3.14812,Semi-Detached,FREEHOLD,new,"Welcome to Butterfield Drive, Ideally situated in a residential cul de sac, a pleasant three bedroom, semi detached home in the popular area of Pontprennau. The property is close to local primary and secondary schools, local amenities including supermarket and motor way links.",https://www.rightmove.co.uk/properties/164007596#/?channel=RES_BUY
370000,3,1.0,51.45104,-3.26593,Detached Bungalow,FREEHOLD,price_reduced,MODERN THROUGHOUT - NO ONGING CHAIN - POTENTIAL TO CONVERT LOFT WITH VAST SPACE *stpp* - 3 DOUBLE BEDROOMS - VERSATILE LIVING AREAS.,https://www.rightmove.co.uk/properties/162062999#/?channel=RES_BUY
385000,4,2.0,51.46778,-3.18721,Terraced,FREEHOLD,price_reduced,"We are very pleased to present this charming 4-bedroom home on Stockland Street. With two reception rooms, two bathrooms, a converted loft bedroom and 3 other bright, spacious bedrooms - perfect for families or investors alike. This home is a fantastic opportunity not to be missed!",https://www.rightmove.co.uk/properties/163512563#/?channel=RES_BUY
250000,3,2.0,51.48647,-3.15241,End of Terrace,FREEHOLD,price_reduced,"£250,000, Investment Opportunity, Mixed Use End of Terrace Property comprising Ground Floor Commercial Unit and Spacious Three Bedroom Maisonette in Pearl Street, Adamsdown, Cardiff, CF24 1PL",https://www.rightmove.co.uk/properties/159560405#/?channel=RES_BUY
319950,3,2.0,51.56749,-3.33046,Detached,FREEHOLD,new,"**BEAUTIFULLY PRESENTED**REFITTED KITCHEN, BATHROOM & ENSUITE**CONSERVATORY**GARAGE**POPULAR LOCATION** Leyshon Estate agents are delighted to offer for sale this lovely three bed detached in 'Foxfields' Church Village. Incredibly well looked after throughout,plus generous garden and local amenities",https://www.rightmove.co.uk/properties/163959416#/?channel=RES_BUY
220000,2,1.0,51.566788,-3.236894,End of Terrace,FREEHOLD,price_reduced,"*** MUST BE VIEWED *** TO ARRANGE A VIEWING CALL OUR OFFICES 7AM TO 11PM 7 DAYS A WEEK. LOVELY 2 BEDROOM MID TERRACE PROPERTY - IDEAL FOR FIRST TIME BUYERS & YOUNG COUPLES, NOT TO BE MISSED, WELL PRESENTED THROUGHOUT. Entrance hallway, downstairs wc, fitted kitchen, open plan living room /...",https://www.rightmove.co.uk/properties/160707185#/?channel=RES_BUY
485000,3,1.0,51.503807,-3.177021,Terraced,FREEHOLD,price_reduced,"This beautifully refurbished three bedroom terraced property seamlessly blends modern updates with charming original features. Situated in a sought-after location, it is within walking distance of Roath Lake, offering convenience and a picturesque setting. Within catchment area of Cardiff High Sc...",https://www.rightmove.co.uk/properties/160263284#/?channel=RES_BUY
495000,4,2.0,51.53126,-3.128614,Detached,,new,"Stylish Four-Bedroom Home with Converted Garage in Sought-After St Ederyn’s Village, with a converted garage, open plan kitchen diner, it’s the perfect buy for all types of buyers",https://www.rightmove.co.uk/properties/164001572#/?channel=RES_BUY
260000,4,1.0,51.566182,-3.307793,Semi-Detached Bungalow,FREEHOLD,price_reduced,"**FOUR BED DORMER BUNGALOW with DOWNSTAIRS BATHROOM & UPSTAIRS WC** Resin Bound Driveway, Car Port & Single Garage. **NO ONWARD CHAIN** Dylan Davies is delighted to offer for sale this semi-detached bungalow in Tonteg. Other highlights include, lounge, dining room & ground floor be...",https://www.rightmove.co.uk/properties/146078534#/?channel=RES_BUY
249950,3,1.0,51.48756,-3.151,Terraced,FREEHOLD,new,"**BEAUTIFULLY PRESENTED, THREE BEDROOM, MID-TERRACED HOUSE IN ADAMSDOWN* NO CHAIN** MGY are delighted to bring to market this immaculately presented and spacious, mid-terraced, three double bedroom house situated on Pearl Street, Adamsdown. The accommodation briefly comprises entrance hallway, lo...",https://www.rightmove.co.uk/properties/163998083#/?channel=RES_BUY
475000,4,2.0,51.535398,-3.249662,Semi-Detached,FREEHOLD,price_reduced,"EXCEPTIONAL FAMILY HOME WITH PANORAMIC VIEWS | GATED ACCESS | STYLISH CONTEMPORARY KITCHEN A rare opportunity to own a beautifully appointed, generously sized townhouse spread across four thoughtfully designed levels, tucked away in the heart of the highly sought-after village of Tongwynlais. T...",https://www.rightmove.co.uk/properties/160690925#/?channel=RES_BUY
225000,2,1.0,51.505123,-3.154066,Maisonette,LEASEHOLD,price_reduced,"*** Offers Over £225,000 *** Jeffrey Ross are proud to bring to the market this exceptional first floor Maisonette on the popular Carisbrooke Way boarding Penylan and Cyncoed. This impressive 2 double bedroom property briefly comprises entrance hallway, stairs to first floor, open plan modern fit...",https://www.rightmove.co.uk/properties/161365412#/?channel=RES_BUY
450000,4,2.0,51.40817,-3.21226,Detached,FREEHOLD,new,"Offered with NO CHAIN, this well maintained detached family home is located in a quiet cul-de-sac in Sully and benefits from a larger than average corner plot. With four bedrooms, en suit, large lounge, separate dining room, driveway, garage and downstairs cloakroom its got everything a family needs",https://www.rightmove.co.uk/properties/163998902#/?channel=RES_BUY
250000,3,1.0,51.584552,-3.204088,Detached,FREEHOLD,price_reduced,"Nestled in the charming area of Bryn Rhedyn, within the desirable Mornington Meadows in Caerphilly, this delightful three-bedroom detached family home presents an excellent opportunity for those looking to create their dream residence. While the property is in need of modernisation, it offers a s...",https://www.rightmove.co.uk/properties/163469132#/?channel=RES_BUY
325000,3,2.0,51.466827,-3.178842,House,FREEHOLD,new,"Located on Corporation Road in the vibrant area of Grangetown, Cardiff, this charming house offers a delightful blend of comfort and convenience. Spanning an impressive 1,003 square feet, the property features three bedrooms, an open plan lounge diner, a spacious garden & two bathrooms. Making it...",https://www.rightmove.co.uk/properties/164072081#/?channel=RES_BUY
370000,3,2.0,51.49459,-3.13994,Detached,FREEHOLD,price_reduced,"**GENEROUS THREE BEDROOM HOME OFFERED WITH NO CHAIN** Martin & Co are delighted to present this three bedroom detached house with solar panels. Situated in Pengam Green, offering great access to local amenities and transport links. This property boasts a spacious reception room, an open plan ...",https://www.rightmove.co.uk/properties/163026494#/?channel=RES_BUY
260000,3,1.0,51.484956,-3.152504,Terraced,FREEHOLD,price_reduced,"**BEAUTIFULLY PRESENTED, THREE BEDROOM, MID-TERRACED HOUSE* NO CHAIN** MGY are delighted to bring to market this modern three bedroom, mid-terraced house situated on Railway Street, Splott. The spacious property is within walking distance to local shops and schools and provides easy access to the...",https://www.rightmove.co.uk/properties/162190355#/?channel=RES_BUY
469995,3,1.0,51.5302,-3.1848,Semi-Detached,FREEHOLD,new,"Set within a peaceful residential cul-de-sac on the edge of Llanishen Village, 1 Old Vicarage Close presents a rare opportunity to acquire a well-loved semi detached family home occupying a generous and mature corner plot. Offered to the market with no onward chain and vacant possession, this ...",https://www.rightmove.co.uk/properties/163995815#/?channel=RES_BUY
260000,3,1.0,51.48555,-3.15383,Terraced,FREEHOLD,new,A perfect property for those who are looking to be close to the City Centre. This ideal first time buy offers spacious accommodation including three good size bedrooms. There is a lovely fitted kitchen with a dining area. Internal viewing is recommended!,https://www.rightmove.co.uk/properties/163994078#/?channel=RES_BUY
300000,2,1.0,51.576643,-3.208554,Detached Bungalow,FREEHOLD,new,"This generously sized 2-bed bungalow offers comfort, convenience and practicality in sought-after location.",https://www.rightmove.co.uk/properties/163993457#/?channel=RES_BUY
250000,2,1.0,51.594371,-3.208072,Semi-Detached Bungalow,FREEHOLD,new,**WELL PRESENTED THROUGHOUT**SITUATED ON GREAT PLOT**HIGHLY POPULAR LOCATION**FRONT & REAR GARDENS**SPACIOUS LOUNGE**GOOD SIZED KITCHEN**MODERN BATHROOM**SOUTH FACING REAR GARDEN**GARAGE & DRIVEWAY**LKP are delighted to bring this attractive two-bedroom semi-detached bungalow to the market.,https://www.rightmove.co.uk/properties/163992629#/?channel=RES_BUY
429995,4,,51.53861,-3.12575,Detached,,new,Idyllic four-bedroom detached home with garage and parking. ,https://www.rightmove.co.uk/properties/163991969#/?channel=RES_BUY
315000,3,1.0,51.569332,-3.214598,Terraced,FREEHOLD,price_reduced,"Beautiful Three-Bedroom Terraced Family Home in the Heart of Caerphilly
Situated just steps from Caerphilly town centre, this traditional three-bedroom terraced family home offers easy access to excellent schools, local shops, and the historic castle. With the A470, M4,...",https://www.rightmove.co.uk/properties/158474567#/?channel=RES_BUY
240000,3,1.0,51.46938,-3.18883,Semi-Detached,FREEHOLD,new,Located in the sought after area of Grangetown within Cardiff is this PERFECT Family Home just walking distance to all local amenities on its nearby high street!!!,https://www.rightmove.co.uk/properties/163984676#/?channel=RES_BUY
275000,3,2.0,51.47736,-3.19077,Terraced,FREEHOLD,new,"Situated just walking distance from all local amenities and attractions such as Capital Retail Park, Cardiff City Centre and Ninian Park Train Station is this PERFECT Family Home!!!",https://www.rightmove.co.uk/properties/163984661#/?channel=RES_BUY
400000,2,1.0,51.49004,-3.15495,Terraced,FREEHOLD,new,"**COMING SOON ** ** Investment only"" Split into three apartments and offered to the market with tenants in situ, a perfect invesment, in need of some modernisation. Ideally located in the heart of Roath, close to all local amenitied and Cardiff Universities.",https://www.rightmove.co.uk/properties/163984655#/?channel=RES_BUY
325000,4,2.0,51.46908,-3.272114,Semi-Detached,FREEHOLD,new,"*** Offers in Excess of £325,000 *** IMMACULATELY PRESENTED 4-BED SEMI-DETACHED FAMILY HOME with a SOUTH-WEST FACING REAR GARDEN - - ORGINAL WOOD BLOCK PARQUET FLOORING - OPEN-PLAN KITCHEN/BREAKFAST ROOM & DINER (RE-FITTED FEB 2024 - SPACIOUS LIVING ROOM with LOG BURNER - SUNROOM/CONSERVATO...",https://www.rightmove.co.uk/properties/163983284#/?channel=RES_BUY
325000,5,2.0,51.485483,-3.149546,Terraced,FREEHOLD,price_reduced,"A well-maintained rental property in the popular area of Splott, ideally situated close to the City Centre. Currently let, the property generates an annual income of £31,536, offering a strong 9% yield, making it an excellent investment opportunity.",https://www.rightmove.co.uk/properties/159892034#/?channel=RES_BUY
325000,6,2.0,51.486771,-3.157134,Terraced,FREEHOLD,price_reduced,"An excellent investment opportunity to acquire this fully let terraced property, generating a rental income of £2,495 per month and offering an impressive 8.5% return. Centrally located in the heart of Cardiff, this charming six-bedroom home offers a superb living space with a well-desig...",https://www.rightmove.co.uk/properties/159775664#/?channel=RES_BUY
300000,5,2.0,51.485659,-3.151283,Terraced,FREEHOLD,price_reduced,"An excellent investment opportunity! This property is currently let, generating an annual income of £27,432, offering a strong return of 8.4%. Ideally located near both the City Centre and Cardiff Bay, it appeals to professionals and students alike, making it a highly desirable rental pr...",https://www.rightmove.co.uk/properties/159861611#/?channel=RES_BUY
265000,5,2.0,51.485391,-3.160476,Terraced,FREEHOLD,price_reduced,"An excellent investment opportunity to acquire this fully let terraced property, generating a rental income of £1,875 per month and offering an impressive 8% return. Centrally located in the heart of Cardiff, this charming five-bedroom home offers a superb living space with a well-design...",https://www.rightmove.co.uk/properties/159556100#/?channel=RES_BUY
275000,3,2.0,51.472,-3.243572,Semi-Detached,FREEHOLD,new,"*** OFFERS IN EXCESS OF £275,000 *** SUBSTANTIAL CORNER PLOT - 3 BEDROOM SEMI-DETACHED - 2 DRIVEWAYS (1 WITH ELECTRIC CAR CHARGING POINT) - NEWLY FITTED KITCHEN - LUXURY 4-PIECE FAMILY BATHROOM - UTILITY ROOM - DOWNSTAIRS WC - GAS CENTRAL HEATING (NEW WORCESTER BOILER OCT '24) - uPVC DOUBLE...",https://www.rightmove.co.uk/properties/163981397#/?channel=RES_BUY
240000,3,1.0,51.48901,-3.1493,Terraced,FREEHOLD,new,"Welcome to Pearl Street, this rare to market three bedroom corner plot house for sale with no chain on a substantial footprint with great potential to enhance. A wonderful opportunity to acquire a house in a popular area.",https://www.rightmove.co.uk/properties/163979858#/?channel=RES_BUY
400000,5,3.0,51.48899,-3.15218,House,FREEHOLD,new,Offered to the market with TENANTS IN SITU. A substantial property currently split into a two bedroom apartments. The property has been recently refurbished by the current owners and makes for a perfect investment.,https://www.rightmove.co.uk/properties/163979852#/?channel=RES_BUY
350000,3,2.0,51.52606,-3.09258,Detached,FREEHOLD,new,"Being sold with no onward chain is this lovely three double bedroom detached house that is perfect for a growing family. Benefiting from having master en-suite, spacious lounge, modern kitchen, private garden and partially converted garage. Within easy reach of shops, schools, parks and Hendre Lake.",https://www.rightmove.co.uk/properties/163979780#/?channel=RES_BUY
390000,3,3.0,51.42933,-3.19182,Town House,FREEHOLD,new,"FAMILY BATHROOM, ENSUITE & DOWNSTAIRS WC - OPEN PLAN LIVING SPACE - GARAGE AND OFF ROAD PARKING A well-presented three storey townhouse offering versatile accommodation for couples and families. Situated on a popular development and in catchment for Victoria and Stanwell Schools.",https://www.rightmove.co.uk/properties/163979792#/?channel=RES_BUY
425000,4,1.0,51.47863,-3.18965,Semi-Detached,FREEHOLD,new,"Located within Riverside is this fantastic family home that is just walking distance to Cardiff's capital city, this property is within fantastic proximity to local amenities such as shops, schools, restaurants, transport links and parks. It also has some amazing local attractions on it's doorstep!",https://www.rightmove.co.uk/properties/163979726#/?channel=RES_BUY
395000,3,1.0,51.530838,-3.211987,Semi-Detached Bungalow,FREEHOLD,price_reduced,"*Recently re-decorated and improved 3 bedroom semi-detached bungalow in Rhiwbina* Edwards and Co are delighted to offer for sale this ideally located and spacious property. The property offers sizeable single storey accommodation together with an impressive loft space, ripe for conversion if so d...",https://www.rightmove.co.uk/properties/163107206#/?channel=RES_BUY
299950,3,2.0,51.478839,-3.267605,Terraced,FREEHOLD,new,"Perfectly positioned overlooking the green on this popular development of Mulberry Grove in St Fagans is this tastefully presented three bedroom mid-terrace house. Built in 2018 by Charles Church as part of this sought-after heritage development located in St. Fagans, the roomy accommoda...",https://www.rightmove.co.uk/properties/87082794#/?channel=RES_BUY
450000,3,1.0,51.49615,-3.156001,Terraced,FREEHOLD,new,"* OFFERS OVER £450,000 * Where pleased to offer for sale this charming Victorian terraced house that exudes character and warmth. This delightful property boasts two inviting reception rooms, perfect for entertaining guests or simply relaxing with your loved ones. With three spaciou...",https://www.rightmove.co.uk/properties/164181161#/?channel=RES_BUY
245000,2,2.0,51.517308,-3.183705,Apartment,LEASEHOLD,new,"A Rare Opportunity in a Prime Location – Exclusive Two-Bedroom Apartment in Heath, Cardiff",https://www.rightmove.co.uk/properties/163976969#/?channel=RES_BUY
375000,3,2.0,51.54361,-3.20173,Semi-Detached,FREEHOLD,new,Chain Free! An extended three double bedroom semi-detached home situated in a quiet cul-de-sac with a private rear garden backing onto woodland. 21ft lounge and a 17ft open plan kitchen/diner plus laundry room. Large main bedroom and en-suite. Office to the second floor.,https://www.rightmove.co.uk/properties/163974422#/?channel=RES_BUY
390000,3,2.0,51.52521,-3.11648,House,FREEHOLD,new,"Extended three bedroom semi-detached house in a quiet cul-de-sac in Llanrumney. Benefiting from off street parking, a large rear garden and a modern deocr throughout! Conveniently situated just a short walk from shops, schools and amenities.",https://www.rightmove.co.uk/properties/163974416#/?channel=RES_BUY
240000,3,1.0,51.40844,-3.27208,Semi-Detached,FREEHOLD,new,CLOSE TO TOWN CENTRE - EASY ACCESS TO LINK ROADS LEADING TO M4 - IDEAL FAMILY HOME - POPULAR SCHOOL CATCHMENT,https://www.rightmove.co.uk/properties/163974413#/?channel=RES_BUY
250000,2,1.0,51.494052,-3.178941,Terraced,FREEHOLD,new,"This stylish and well-presented two-bedroom mid-terrace property is nestled on a quiet no-through road in the desirable area of Cathays. Offering a fantastic location, it is just a short walk from a variety of local amenities, bus links, and the vibrant city center, making it perfect for those se...",https://www.rightmove.co.uk/properties/160308530#/?channel=RES_BUY
250000,2,2.0,51.470749,-3.162971,Apartment,LEASEHOLD,new,"**NO CHAIN* *SUPERB WATERFRONT APARTMENT** MGY are pleased to present for sale an impressive two bedroom, second floor apartment, in the popular Schooner Wharf development. Walking distance to Cardiff Bay and the City Centre. The modern accommodation comprises of large entrance hall, spacious ope...",https://www.rightmove.co.uk/properties/153519119#/?channel=RES_BUY
380000,4,2.0,51.479882,-3.204688,Terraced,FREEHOLD,new,A Charming Four-Bedroom Family Home in the Heart of Canton – No Onward Chain,https://www.rightmove.co.uk/properties/163972403#/?channel=RES_BUY
209950,2,1.0,51.473392,-3.273283,Semi-Detached,FREEHOLD,new,"Ideal First Time Buy!! Two Bedroom Mid Link House In Need Of Some Updating Mainly Re decoration Throughout and New Kitchen!! The Property Is Ideally Placed For Local Shops, Transport and Schools and Further Comprises, Entrance Hallway, Kitchen, Spacious Lounge, Conservatory, Brand New Re-Fitted S...",https://www.rightmove.co.uk/properties/163971902#/?channel=RES_BUY
275000,3,1.0,51.409538,-3.259088,Semi-Detached,FREEHOLD,new,"Charming Renovated Home in the Heart of Barry Located on the sought-after Crossways Street, this beautifully renovated home offers a wonderful blend of modern style and everyday comfort—ideal for families, professionals, or anyone seeking a move-in-ready space in the heart of Barry. ...",https://www.rightmove.co.uk/properties/163971803#/?channel=RES_BUY
380000,4,2.0,51.420712,-3.248924,Detached,FREEHOLD,new,"CUL-DE-SAC POSITION. Danielle Matthew are pleased to offer to market this detached family home. Briefly comprising of hallway, cloakroom, lounge, dining room, conservatory, kitchen/breakfast room, utility room and home office to the ground floor. Landing, four double bedrooms, with En-suite to be...",https://www.rightmove.co.uk/properties/163971737#/?channel=RES_BUY
410000,3,2.0,51.467785,-3.180342,Terraced,FREEHOLD,new,"OFFERS IN THE REGION OF £410,000 BEAUTIFULLY PRESENTED - THREE BEDROOM TERRACED HOUSE IN A VERY SOUGHT AFTER AREA. The Property has Been Extended, Improved to a High Specification and is Beautifully Presented the Location is Prime Being in Walking Distance to the Taff Trail Close to Cardif...",https://www.rightmove.co.uk/properties/163971194#/?channel=RES_BUY
350000,3,1.0,51.50763,-3.13032,Semi-Detached,FREEHOLD,new,"Plenty of charm and original features in this three bedroom semi detached cottage located in heart of Rumney Village. This lovely family home formerly the Post Office really would make a lovely family home with two reception rooms, kitchen, family bathroom, utility room, outhouse, garage.",https://www.rightmove.co.uk/properties/163969691#/?channel=RES_BUY
210000,2,1.0,51.49515,-3.17395,Flat,LEASEHOLD,new,"Welcome to Daviot Street, this great opportunity sold in a popular area with a good return on investment. Sold with tenants in situ for £1000 PCM, close to the city centre and main transport links.",https://www.rightmove.co.uk/properties/163969658#/?channel=RES_BUY
375000,3,1.0,51.528201,-3.325836,Semi-Detached,FREEHOLD,new,"**SEMI-DETACHED EXTENDED PROPERTY**THREE BEDROOMS**LARGE REAR GARDEN LOOKING ONTO FIELD** A modern, immaculately presented three bedroom family home in the sought after area of Cregiau. Entrance hallway, spacious lounge, second reception room, open plan kitchen/dining room, utility room and cloak...",https://www.rightmove.co.uk/properties/163969280#/?channel=RES_BUY
210000,3,1.0,51.54288,-3.3749,Semi-Detached,FREEHOLD,price_reduced,"This charming semi-detached house is ideal for first-time buyers, features historical elements, excellent public transport links, two bedrooms, two reception rooms, a south-facing garden with breath taking views.",https://www.rightmove.co.uk/properties/157873064#/?channel=RES_BUY
260000,3,0.0,51.48006,-3.14562,House,FREEHOLD,new,"THREE BEDROOMS. EXCITING OPPORTUNITY. CENTRAL LOCATION. NO CHAIN. Exciting Opportunity on Moorland Road 3 Bedroom Home with Huge Potential Set on the ever-popular Moorland Road, this three-bedroom mid-terrace home offers a fantastic opportunity for buyers looking to moderni...",https://www.rightmove.co.uk/properties/163969136#/?channel=RES_BUY
230000,2,1.0,51.54796,-3.26674,Terraced,FREEHOLD,new,Ideal First Home with Great Potential in Sought-After Taff’s Well. Two-Bedroom Home with Generous Driveway & Conservatory. Perfect for Commuters.,https://www.rightmove.co.uk/properties/163968593#/?channel=RES_BUY
260000,2,1.0,51.492134,-3.175828,Terraced,FREEHOLD,new,"Presenting an exceptional opportunity to acquire a well-located two-bedroom mid-terrace home in the heart of Cathays – one of Cardiff’s most sought-after rental and residential districts. This versatile property is ideal for investors, first-time buyers, or those looking to persona...",https://www.rightmove.co.uk/properties/163964915#/?channel=RES_BUY
250000,3,1.0,51.5279,-3.18874,Maisonette,SHARE_OF_FREEHOLD,new,"An Extremely Spacious 3 Bedroom Duplex Apartment situated in a most-convenient position at the heart of the sought-after Old Llanishen Village. This well-presented property offers versatile accommodation over two floors (1st & 2nd), and benefits from g/c/h, d/g, generous rooms, & off-road parking.",https://www.rightmove.co.uk/properties/163964897#/?channel=RES_BUY
200000,3,1.0,51.588562,-3.236287,Semi-Detached,FREEHOLD,new,"Offered with no onward chain. A well-presented 3-bedroom semi-detached home in the popular Brynglas area of Penyrheol, featuring two reception rooms, a private driveway, and an enclosed rear garden. Ideally located within walking distance of schools, shops, parks, and regular bus routes, this ...",https://www.rightmove.co.uk/properties/163964141#/?channel=RES_BUY
260000,3,1.0,51.574364,-3.23899,Semi-Detached,FREEHOLD,new,Three semi-detached house located in a cul-de-sac position on the sought after estate of Glenfields. The property has easy access to the major road links and is walking distance to the Aber Halt train station. Local schools are also within walking distance. To the ground floor the property com...,https://www.rightmove.co.uk/properties/163963601#/?channel=RES_BUY
300000,3,2.0,51.58272,-3.0528,Semi-Detached,FREEHOLD,price_reduced,"Immaculate 3-bedroom semi-detached home in a prestigious location, featuring a spacious kitchen/diner with garden access, elegant reception room, en-suite master, cloakroom, and private parking. Surrounded by top schools, transport links, and local amenities—this is refined living with everyday",https://www.rightmove.co.uk/properties/159672788#/?channel=RES_BUY
490000,4,3.0,51.588043,-3.061845,Detached,FREEHOLD,price_reduced,"***NEW INSTRUCTION, MUST BE VIEWED *** TO ARRANGE A VIEWING CALL OUR OFFICES 7AM TO 11PM 7 DAYS A WEEK. MODERN 4 BEDROOM DETACHED FAMILY HOME - IDEAL FOR GROWING FAMILIES, NOT TO BE MISSED, SPACIOUS ACCOMMODATION, WELL PRESENTED THROUGHOUT. Impressive entrance hall, large living room , kitc...",https://www.rightmove.co.uk/properties/163047968#/?channel=RES_BUY
275000,1,1.0,51.514418,-3.206898,Semi-Detached Bungalow,FREEHOLD,new,**No Onward Chain** MGY are delighted to present this very well maintained Semi-detached 1 Bedroom Bungalow in a prime location of Whitchurch. The property has retained gorgeous original features and has ample opportunity for modernisation. It is beautifully proportioned and ideal as a downsize o...,https://www.rightmove.co.uk/properties/159115637#/?channel=RES_BUY
270000,0,1.0,51.465351,-3.175134,Studio,LEASEHOLD,price_reduced,"We are pleased to present for sale, an exceptionally large first floor loft style apartment within the sought after Ocean House. The unique accommodation comprises of spacious entrance hall to very large living room/bedroom which is filled with natural light thanks to the ten large sash windows,...",https://www.rightmove.co.uk/properties/156267938#/?channel=RES_BUY
239995,2,1.0,51.509242,-3.16926,Maisonette,LEASEHOLD,price_reduced,"A beautifully refurbished two-bedroom first-floor maisonette in a peaceful Cyncoed cul-de-sac, offering stylish living with landscaped gardens, a garage, and a long extended lease. Ideally located within walking distance of Cyncoed Village, Roath Park Lake, Lakeside’s new retail developm...",https://www.rightmove.co.uk/properties/161240498#/?channel=RES_BUY
425000,3,1.0,51.49686,-3.15598,Terraced,FREEHOLD,new,"Welcome to Amesbury Road, a period three bedroom mid terrace sold with NO CHAIN and potential to develop in a fantastic location surrounded by local greenery, amenities and great transport links. Overflowing potential and beautiful originality!",https://www.rightmove.co.uk/properties/163955912#/?channel=RES_BUY
250000,1,1.0,51.49034,-3.1515,Ground Flat,FREEHOLD,new,"** INVESTMENT OPPORTUNITY ** A traditional property, split into two, one bedroom apartments. The ground floor is to be sold with tenants in Situ, and vacant to the first floor. Ideally located within walking distance to Cardiff City Centre, commuter links and amenities along Newport Road.",https://www.rightmove.co.uk/properties/163955927#/?channel=RES_BUY
260000,3,1.0,51.41359,-3.26993,Semi-Detached,FREEHOLD,new,"3 DOUBLE BEDROOMS - DRESSING ROOM - W.C. & BATHROOM - GARAGE TO REAR. Comprising of hallway, bathroom, open plan living/ dining room, kitchen, lower ground floor, 3 double bedrooms, dressing room, W.C., front and rear gardens, single garage.",https://www.rightmove.co.uk/properties/163955888#/?channel=RES_BUY
300000,3,1.0,51.5232,-3.18375,Semi-Detached,FREEHOLD,new,A sizeable three bedroom semi-detached family home with no ongoing chain situated close to Llanishen village. The property has good off road parking and a lovely rear garden.,https://www.rightmove.co.uk/properties/163955894#/?channel=RES_BUY
475000,6,2.0,51.49102,-3.15569,House,FREEHOLD,new,INVESTMENT PROPERTY. This property is currently split into 5 flats and is being sold with VACANT POSSESSION. A must see investment property for both development and buy to let investors. Book your viewing today!,https://www.rightmove.co.uk/properties/163950491#/?channel=RES_BUY
300000,3,2.0,51.58347,-3.05845,Semi-Detached,FREEHOLD,price_reduced,"This modern 3-bed semi in Jubilee Park is the full package—stylish interiors, a stunning kitchen/diner, an en-suite master, plus a sunny, low-maintenance garden. With excellent schools, shops, transport, and the M4 close by, it’s an ideal spot for convenient, contemporary living.",https://www.rightmove.co.uk/properties/162288680#/?channel=RES_BUY
365000,2,2.0,51.439617,-3.177228,Apartment,LEASEHOLD,new,Apartment 1 Windsor Gardens is a stunning and large two bedroom apartment ( 753 sq ft ) situated on the ground floor and south corner of Windsor Gardens with floor to ceiling glass bringing in ample light. The property consists of an open plan kitchen living room perfect for entertaining. The sty...,https://www.rightmove.co.uk/properties/148342904#/?channel=RES_BUY
499990,3,2.0,51.51903,-3.21333,Semi-Detached,FREEHOLD,price_reduced,"Welcome to 1 Leamington Road, a beautifully designed three-bedroom semi-detached property in the heart of the highly sought-after Rhiwbina area of Cardiff. This exceptional home offers the perfect blend of contemporary style, practicality, and comfort, making it an ideal choice for young famil...",https://www.rightmove.co.uk/properties/160211912#/?channel=RES_BUY
390000,4,1.0,51.417495,-3.273352,Detached,FREEHOLD,price_reduced,"NO FORWARDING CHAIN.. A beautifully presented and much loved family home. This four-bedroom detached property, offering generous living spaces. Located at the end of Merthyr Dyfan Road, this property overlooks a serene wooded area. The property briefly includes an entrance porch and hall...",https://www.rightmove.co.uk/properties/161128121#/?channel=RES_BUY
385000,3,1.0,51.515975,-3.168747,Semi-Detached,FREEHOLD,new,"A modernised and extended semi-detached family home, in a favoured location within a short walk to Lakeside shops and Discovery Inn pub, with good bus links and within the school catchment for Lakeside Primary and Cardiff High School. Entrance porch, entrance hallway, 24ft lounge/dine...",https://www.rightmove.co.uk/properties/163946321#/?channel=RES_BUY
350000,3,1.0,51.46986,-3.27106,Detached,FREEHOLD,price_reduced,"We are delighted to bring to market this 3-bed detached family home in the sought after Llanover Road, Culverhouse cross. The property benefits from a brilliant sized garden, and a generous living space inside. Located within walking distance to local amenities, schools & great transport links.",https://www.rightmove.co.uk/properties/161716502#/?channel=RES_BUY
385000,4,2.0,51.42068,-3.279088,Semi-Detached,FREEHOLD,price_reduced,"Nestled on the desirable Hinchsliff Avenue in Barry, this beautifully presented semi-detached house offers a perfect blend of modern living and convenience. With four spacious bedrooms and two well-appointed bathrooms, this home is ideal for families seeking comfort and style. The proper...",https://www.rightmove.co.uk/properties/162369377#/?channel=RES_BUY
230000,3,1.0,51.48123,-3.23422,Terraced,LEASEHOLD,new,"This characterful three-bedroom terraced house, requiring modernisation, offers an excellent opportunity for first-time buyers or families to create their ideal home in a vibrant urban area with convenient transport links, nearby schools, and abundant local amenities, including green spaces and park",https://www.rightmove.co.uk/properties/163941950#/?channel=RES_BUY
240000,3,1.0,51.484207,-3.244811,Semi-Detached,FREEHOLD,new,A Beautifully Presented Family Home in an Enviable Location – Chain Free,https://www.rightmove.co.uk/properties/163940813#/?channel=RES_BUY
245000,2,1.0,51.552441,-3.336753,Semi-Detached Bungalow,FREEHOLD,new,"**WELL PRESENTED / MODERN STYLE BUNGALOW** Two bed bungalow on a corner plot with double driveway, low-maintenance garden & no onward chain. Stylish kitchen, wet room & bright lounge with French doors. Potential to extend. Sought-after Llantwit Fardre location—move straight in! *...",https://www.rightmove.co.uk/properties/163934354#/?channel=RES_BUY
