price,bedrooms,bathrooms,address,property_type,url
410000,4,2.0,"Woodlawn Way, Thornhill, CF14",Semi-Detached,https://www.rightmove.co.uk/properties/163376111#/?channel=RES_BUY
459995,3,1.0,"Manor Rise, Whitchurch, Cardiff, CF14",Semi-Detached,https://www.rightmove.co.uk/properties/163789784#/?channel=RES_BUY
392000,3,2.0,"Heol Miaren, Barry, CF63",Detached,https://www.rightmove.co.uk/properties/161705627#/?channel=RES_BUY
250000,3,1.0,"Heol Williams, St Ederyns, Cardiff, CF3",End of Terrace,https://www.rightmove.co.uk/properties/161515466#/?channel=RES_BUY
250000,4,1.0,"Barry Road, Barry",Terraced,https://www.rightmove.co.uk/properties/161777933#/?channel=RES_BUY
475000,3,2.0,"The Grange, Penarth",Detached,https://www.rightmove.co.uk/properties/162181016#/?channel=RES_BUY
400000,4,2.0,"Hawkwood Close, Cardiff, CF5",Detached,https://www.rightmove.co.uk/properties/163788242#/?channel=RES_BUY
215000,2,1.0,"Ty Pucca Close, Machen, CF83",Terraced,https://www.rightmove.co.uk/properties/162196385#/?channel=RES_BUY
245000,3,1.0,"Pennyroyal Close, Cardiff",End of Terrace,https://www.rightmove.co.uk/properties/161482421#/?channel=RES_BUY
380000,2,2.0,"Richardson House, Hensol Castle Park, Hensol, Vale of Glamorgan",Apartment,https://www.rightmove.co.uk/properties/163785602#/?channel=RES_BUY
380000,3,2.0,"Hensol Castle Park, Hensol, Vale of Glamorgan",House,https://www.rightmove.co.uk/properties/151099292#/?channel=RES_BUY
475000,4,1.0,"Ladysmith Road, Penylan, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163785014#/?channel=RES_BUY
325000,4,2.0,"Channel View, Bassaleg, Newport",Semi-Detached,https://www.rightmove.co.uk/properties/163784270#/?channel=RES_BUY
270000,3,1.0,"Hollyrood Close, Barry",Detached,https://www.rightmove.co.uk/properties/161779790#/?channel=RES_BUY
265000,3,1.0,"Lisvane Street, Cathays, Cardiff",End of Terrace,https://www.rightmove.co.uk/properties/163783268#/?channel=RES_BUY
465000,3,1.0,"St. Malo Road, Cardiff, Caerdydd",Semi-Detached,https://www.rightmove.co.uk/properties/163780301#/?channel=RES_BUY
350000,3,1.0,"Laburnum Way, Penarth",Semi-Detached,https://www.rightmove.co.uk/properties/163067897#/?channel=RES_BUY
380000,3,2.0,"Heathfield Road, Heath/Gabalfa, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163778480#/?channel=RES_BUY
200000,3,1.0,"Lewis Drive, Caerphilly",Semi-Detached,https://www.rightmove.co.uk/properties/162575777#/?channel=RES_BUY
230000,3,1.0,"Caradoc Avenue, Barry",Semi-Detached,https://www.rightmove.co.uk/properties/163773263#/?channel=RES_BUY
260000,3,1.0,"Bryncyn, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163768502#/?channel=RES_BUY
300000,2,1.0,"Summerfield Place, Cardiff",Character Property,https://www.rightmove.co.uk/properties/163768496#/?channel=RES_BUY
217000,3,1.0,"Highbury Road, Ely, Cardiff, CF5 4LQ",Semi-Detached,https://www.rightmove.co.uk/properties/163766624#/?channel=RES_BUY
500000,3,1.0,"Grasmere Avenue, Cyncoed, Cardiff",Terraced,https://www.rightmove.co.uk/properties/160777430#/?channel=RES_BUY
215000,3,1.0,"Cornwall Road, Barry",Semi-Detached,https://www.rightmove.co.uk/properties/159858014#/?channel=RES_BUY
265000,2,1.0,"Maes Papur, The Mill, Canton, Cardiff",Terraced,https://www.rightmove.co.uk/properties/164163116#/?channel=RES_BUY
295000,3,1.0,"Tewkesbury Place, Cardiff, CF24",Terraced,https://www.rightmove.co.uk/properties/163761362#/?channel=RES_BUY
360000,3,2.0,"Nant Y Wedal, Heath , Cardiff",End of Terrace,https://www.rightmove.co.uk/properties/163759802#/?channel=RES_BUY
399950,2,2.0,"Cathedral Road, Pontcanna, Cardiff",Apartment,https://www.rightmove.co.uk/properties/151782428#/?channel=RES_BUY
337500,3,3.0,"Kiln Field Drive, Bedwas, Caerphilly",Detached,https://www.rightmove.co.uk/properties/163749206#/?channel=RES_BUY
350000,3,3.0,"Beda Road, Canton, Cardiff CF5 1LX",Terraced,https://www.rightmove.co.uk/properties/163749005#/?channel=RES_BUY
400000,5,2.0,"Whitchurch Road, Cathays, Cardiff",House,https://www.rightmove.co.uk/properties/163746191#/?channel=RES_BUY
342950,4,2.0,"Llys Fach, Church Village, Pontypridd, CF38 1TP",Detached,https://www.rightmove.co.uk/properties/160663625#/?channel=RES_BUY
300000,3,1.0,"Whitebarn Road, Llanishen, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163745558#/?channel=RES_BUY
280000,4,2.0,"Cowbridge Road East, Cardiff",Terraced,https://www.rightmove.co.uk/properties/160493999#/?channel=RES_BUY
280000,3,1.0,"Lon Yr Efail, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/160031726#/?channel=RES_BUY
485000,5,2.0,"Church Street, Bedwas, Caerphilly, CF83 8BE",Detached,https://www.rightmove.co.uk/properties/159244052#/?channel=RES_BUY
500000,0,0.0,"Romilly Road, Canton, Cardiff",Land,https://www.rightmove.co.uk/properties/163744424#/?channel=COM_BUY
200000,2,2.0,"St Stephens Mansions, Mount Stuart Square, Cardiff",Apartment,https://www.rightmove.co.uk/properties/163744328#/?channel=RES_BUY
495000,5,2.0,"Goetre Fawr, Radyr, Cardiff",Detached,https://www.rightmove.co.uk/properties/163743722#/?channel=RES_BUY
430000,4,1.0,"The Ridings, Tonteg, Pontypridd, CF38 1PL",Detached,https://www.rightmove.co.uk/properties/163741562#/?channel=RES_BUY
360000,3,1.0,"Riverside Terrace, Machen, Caerphilly",Character Property,https://www.rightmove.co.uk/properties/162262151#/?channel=RES_BUY
260000,3,2.0,"Cold Bay Close, Rogerstone, NP10",Terraced,https://www.rightmove.co.uk/properties/163737554#/?channel=RES_BUY
280000,2,1.0,"Trem Yr Afon, Canton, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163737536#/?channel=RES_BUY
200000,2,2.0,"Princes Mansions, Princes Street, Roath",Apartment,https://www.rightmove.co.uk/properties/163305032#/?channel=RES_BUY
449950,3,1.0,"Mountbatten Close, Cardiff, CF23",Semi-Detached,https://www.rightmove.co.uk/properties/163736225#/?channel=RES_BUY
240000,3,1.0,"Elgar Crescent, Cardiff",End of Terrace,https://www.rightmove.co.uk/properties/161761352#/?channel=RES_BUY
220000,3,2.0,"Glan Y Mor Road, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/157654184#/?channel=RES_BUY
385000,3,2.0,"Recently Built. Stunning Family Home. Church Road, Cardiff",Detached,https://www.rightmove.co.uk/properties/163732997#/?channel=RES_BUY
225000,3,1.0,"Everard Street, Barry",Terraced,https://www.rightmove.co.uk/properties/162470456#/?channel=RES_BUY
230000,3,1.0,"Bedwas Road, Caerphilly",Semi-Detached,https://www.rightmove.co.uk/properties/163119194#/?channel=RES_BUY
380000,3,1.0,"Cefn Coed Avenue, Cyncoed, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163439732#/?channel=RES_BUY
300000,4,1.0,"Glenwood, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163730792#/?channel=RES_BUY
325000,2,2.0,"Bayscape, Cardiff Bay",Apartment,https://www.rightmove.co.uk/properties/163728815#/?channel=RES_BUY
260000,3,1.0,"Burnaby Street, Splott, Cardiff, CF24",Terraced,https://www.rightmove.co.uk/properties/163728329#/?channel=RES_BUY
250000,3,1.0,"Cathays Terrace, Cardiff",Terraced,https://www.rightmove.co.uk/properties/157054379#/?channel=RES_BUY
325000,4,2.0,"Cog Road, Sully, Penarth",Detached,https://www.rightmove.co.uk/properties/163726613#/?channel=RES_BUY
250000,2,1.0,"Pinecrest Drive, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163726169#/?channel=RES_BUY
300000,3,3.0,"Schooner Way, Atlantic Wharf, Cardiff",Town House,https://www.rightmove.co.uk/properties/158262989#/?channel=RES_BUY
340000,4,1.0,"Tai Cae'r Castell, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/162381263#/?channel=RES_BUY
350000,3,2.0,"Felin Fach, Whitchurch, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163724336#/?channel=RES_BUY
290000,2,2.0,"The Pinnacle, Trem Elai, Penarth, South Glamorgan",Apartment,https://www.rightmove.co.uk/properties/161726576#/?channel=RES_BUY
220000,2,1.0,"Heol Draenen Wen, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163722335#/?channel=RES_BUY
350000,2,2.0,"Cathedral Road, Cardiff",Apartment,https://www.rightmove.co.uk/properties/163721816#/?channel=RES_BUY
315000,3,2.0,"Mortimer Avenue, Cardiff, CF3",Semi-Detached,https://www.rightmove.co.uk/properties/163720532#/?channel=RES_BUY
265000,2,1.0,"Gareth Close, Thornhill, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163719038#/?channel=RES_BUY
250000,3,1.0,"Cwrt Y Garth, Beddau, Pontypridd, CF38",Semi-Detached,https://www.rightmove.co.uk/properties/163718207#/?channel=RES_BUY
420000,4,2.0,"Parc Y Dyffryn, Rhydyfelin, PONTYPRIDD",Detached,https://www.rightmove.co.uk/properties/163717925#/?channel=RES_BUY
280000,2,1.0,"The Hayes, Cardiff",Apartment,https://www.rightmove.co.uk/properties/159172739#/?channel=RES_BUY
250000,3,1.0,"Farmville Road, Splott, Cardiff",Terraced,https://www.rightmove.co.uk/properties/154367780#/?channel=RES_BUY
340000,3,2.0,"Morningside Walk, Barry",Semi-Detached Bungalow,https://www.rightmove.co.uk/properties/163714583#/?channel=RES_BUY
225000,2,2.0,"South Mews, Cardiff Bay",Apartment,https://www.rightmove.co.uk/properties/160041257#/?channel=RES_BUY
315000,3,2.0,"Dulas Island Close, CAERPHILLY",Semi-Detached,https://www.rightmove.co.uk/properties/161920811#/?channel=RES_BUY
250000,2,1.0,"Marlborough Road, Penylan, Cardiff",Flat,https://www.rightmove.co.uk/properties/158100392#/?channel=RES_BUY
399950,3,2.0,"Colcot Road, Barry",Semi-Detached,https://www.rightmove.co.uk/properties/163710692#/?channel=RES_BUY
250000,3,1.0,"Cathays Terrace, Cardiff",Terraced,https://www.rightmove.co.uk/properties/157054379#/?channel=RES_BUY
254800,3,1.0,"Aldsworth Road, Cardiff",End of Terrace,https://www.rightmove.co.uk/properties/163710575#/?channel=RES_BUY
200000,3,1.0,"Treborth Road, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163709963#/?channel=RES_BUY
260000,2,1.0,"Foxberry Close, Pontprennau, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/148423451#/?channel=RES_BUY
315000,3,1.0,"Tabor Street, Taffs Well, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163709297#/?channel=RES_BUY
300000,3,1.0,"Pwllmelin Road, Fairwater, Cardiff",House,https://www.rightmove.co.uk/properties/161741174#/?channel=RES_BUY
235000,2,1.0,"Crwys Place, Cathays, Cardiff",Terraced,https://www.rightmove.co.uk/properties/162273056#/?channel=RES_BUY
210000,2,2.0,"St Nicholas Court, Cardiff, CF23",End of Terrace,https://www.rightmove.co.uk/properties/162423176#/?channel=RES_BUY
270000,3,2.0,"St. Cenydd Road, Caerphilly",Detached Bungalow,https://www.rightmove.co.uk/properties/156239732#/?channel=RES_BUY
469950,4,2.0,"Palace Avenue, Llandaff, Cardiff",Terraced,https://www.rightmove.co.uk/properties/162041315#/?channel=RES_BUY
300000,2,1.0,"Pen-y-Lan Road, Penylan, Cardiff",Apartment,https://www.rightmove.co.uk/properties/163693238#/?channel=RES_BUY
300000,3,2.0,"Powis Close, Newport",Town House,https://www.rightmove.co.uk/properties/163691189#/?channel=RES_BUY
375000,3,2.0,"Manorbier Close, Dinas Powys",Detached,https://www.rightmove.co.uk/properties/163691156#/?channel=RES_BUY
499950,4,1.0,"Drysgol Road, Radyr, Cardiff",Detached,https://www.rightmove.co.uk/properties/159271859#/?channel=RES_BUY
435000,3,2.0,"Cwm Gwynlais, Tongwynlais, CARDIFF",Detached,https://www.rightmove.co.uk/properties/163690784#/?channel=RES_BUY
399950,3,1.0,"St Pauls Avenue, Penarth",Semi-Detached,https://www.rightmove.co.uk/properties/163690367#/?channel=RES_BUY
250000,3,2.0,"Trem Y Castell, Caerphilly",Terraced,https://www.rightmove.co.uk/properties/163689455#/?channel=RES_BUY
220000,3,1.0,"Church Street, Caerphilly",Terraced,https://www.rightmove.co.uk/properties/163686221#/?channel=RES_BUY
245000,2,1.0,"Gwern Catherine, Capel Llanilltern, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163686119#/?channel=RES_BUY
314995,3,1.0,"Heol Swatridge, Old St Mellons, Cardiff, CF3",Semi-Detached,https://www.rightmove.co.uk/properties/163682618#/?channel=RES_BUY
339950,4,2.0,"Lon Y Goetre Fach, St. Fagans, Cardiff",Terraced,https://www.rightmove.co.uk/properties/162892574#/?channel=RES_BUY
300000,3,1.0,"Aberporth Road, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163681451#/?channel=RES_BUY
450000,3,2.0,"Clos Parc Radur, Radyr, Cardiff",Detached,https://www.rightmove.co.uk/properties/160482266#/?channel=RES_BUY
300000,3,1.0,"Fairhaven Close, St. Mellons, Cardiff",Detached,https://www.rightmove.co.uk/properties/162675617#/?channel=RES_BUY
225000,3,2.0,"Wyndham Street, Barry",Terraced,https://www.rightmove.co.uk/properties/159583163#/?channel=RES_BUY
350000,3,1.0,"Conybeare Road, Canton, Cardiff",Terraced,https://www.rightmove.co.uk/properties/159732491#/?channel=RES_BUY
375000,2,2.0,"Flat 5,Walton House, 37 Victoria Road, Penarth, CF64 3HY",Flat,https://www.rightmove.co.uk/properties/163680566#/?channel=RES_BUY
260000,3,1.0,"38 Jestyn Close, Dinas Powys, CF64 4JQ",Semi-Detached,https://www.rightmove.co.uk/properties/163680386#/?channel=RES_BUY
305000,3,1.0,"St. Martins Crescent, Llanishen",Semi-Detached,https://www.rightmove.co.uk/properties/163679156#/?channel=RES_BUY
230000,2,1.0,"Heol Booths, St Edeyrns",Semi-Detached,https://www.rightmove.co.uk/properties/161823059#/?channel=RES_BUY
235000,3,1.0,"Tudor Way, Llantwit Fardre, Pontypridd, CF38",Semi-Detached,https://www.rightmove.co.uk/properties/163677875#/?channel=RES_BUY
230000,2,1.0,"Woodlawn Way, Cardiff, CF14",Terraced,https://www.rightmove.co.uk/properties/163674725#/?channel=RES_BUY
205000,3,2.0,"East View, Caerphilly",Terraced,https://www.rightmove.co.uk/properties/160171763#/?channel=RES_BUY
435000,3,2.0,"Maes-Yr-Haf, Pantmawr, Cardiff, CF14",Semi-Detached,https://www.rightmove.co.uk/properties/163672739#/?channel=RES_BUY
300000,3,2.0,"Park Avenue, Bedwas",Detached Bungalow,https://www.rightmove.co.uk/properties/162289610#/?channel=RES_BUY
310000,3,1.0,"Penlan Road, Llandough, Penarth",Semi-Detached,https://www.rightmove.co.uk/properties/163672361#/?channel=RES_BUY
280000,3,1.0,"Shelley Walk, Roath, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163672130#/?channel=RES_BUY
350000,2,1.0,"Hollybush Court, Hollybush Road, Cyncoed, Cardiff, CF23",Apartment,https://www.rightmove.co.uk/properties/163671833#/?channel=RES_BUY
449950,4,2.0,"Heol Iscoed, Efail Isaf, Pontypridd",Detached,https://www.rightmove.co.uk/properties/161894036#/?channel=RES_BUY
425000,3,,"Clos William, Cardiff(City), CF14",Bungalow,https://www.rightmove.co.uk/properties/155855681#/?channel=RES_BUY
250000,2,1.0,"Salop Place, Penarth",Terraced,https://www.rightmove.co.uk/properties/162097001#/?channel=RES_BUY
340000,2,2.0,"Harbour Point, Cardiff Bay, Cardiff",Apartment,https://www.rightmove.co.uk/properties/163666625#/?channel=RES_BUY
220000,3,1.0,"Bryn Goleu, Bedwas, Caerphilly, CF83 8AU",Semi-Detached,https://www.rightmove.co.uk/properties/163665911#/?channel=RES_BUY
280000,3,2.0,"Commercial Road, Machen, CF83",Semi-Detached,https://www.rightmove.co.uk/properties/163665347#/?channel=RES_BUY
220000,2,1.0,"Henke Court, Cardiff",Apartment,https://www.rightmove.co.uk/properties/163663904#/?channel=RES_BUY
240000,3,1.0,"Harold Street, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163660967#/?channel=RES_BUY
380000,3,2.0,"Charlotte Street, PENARTH",End of Terrace,https://www.rightmove.co.uk/properties/163659509#/?channel=RES_BUY
375000,3,1.0,"Park Crescent, Whitchurch, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/161754077#/?channel=RES_BUY
229995,3,1.0,"Market Street, Tongwynlais, Cardiff, CF15",Terraced,https://www.rightmove.co.uk/properties/157105748#/?channel=RES_BUY
299950,3,1.0,"Aintree Drive, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163707791#/?channel=RES_BUY
250000,2,1.0,"Whitchurch Road, Heath",Ground Flat,https://www.rightmove.co.uk/properties/164019641#/?channel=RES_BUY
325000,4,2.0,"Pontygwindy Road, Caerphilly, CF83 3AB",End of Terrace,https://www.rightmove.co.uk/properties/163656158#/?channel=RES_BUY
280000,3,2.0,"Picca Close, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163654400#/?channel=RES_BUY
325000,3,1.0,"Dungarvan Drive, Pontprennau, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163653980#/?channel=RES_BUY
315000,3,3.0,"Kings Drive, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163649588#/?channel=RES_BUY
500000,3,2.0,"Glas Canol, Whitchurch",Detached,https://www.rightmove.co.uk/properties/157906475#/?channel=RES_BUY
210000,3,1.0,"Lydstep Road, Barry",Semi-Detached,https://www.rightmove.co.uk/properties/163635440#/?channel=RES_BUY
375000,3,1.0,"Marshfield Road, Castleton, CF3",Semi-Detached,https://www.rightmove.co.uk/properties/163634249#/?channel=RES_BUY
350000,3,2.0,"Cae'r Fferm, Caerphilly",Detached Bungalow,https://www.rightmove.co.uk/properties/163634120#/?channel=RES_BUY
495000,4,2.0,"Kingsacre, Llantwit Fardre, Pontypridd",Detached,https://www.rightmove.co.uk/properties/163633718#/?channel=RES_BUY
240000,2,1.0,"Melrose Court, Penhill Road, Pontcanna",Apartment,https://www.rightmove.co.uk/properties/151332821#/?channel=RES_BUY
375000,4,3.0,"Verallo Drive, Lansdowne Gardens, Canton, Cardiff",Town House,https://www.rightmove.co.uk/properties/163631744#/?channel=RES_BUY
350000,4,0.0,"Glyn Rhosyn, Cardiff",Detached,https://www.rightmove.co.uk/properties/163630151#/?channel=RES_BUY
340000,3,1.0,"Glamorgan Street, Canton, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163629908#/?channel=RES_BUY
270000,3,1.0,"Courtenay Road, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/159564161#/?channel=RES_BUY
280000,3,2.0,"Summerfield Drive, Llantrisant, PONTYCLUN",Semi-Detached,https://www.rightmove.co.uk/properties/157827683#/?channel=RES_BUY
310000,3,1.0,"Main Street, Barry",Detached,https://www.rightmove.co.uk/properties/163627742#/?channel=RES_BUY
295000,3,1.0,"Kent Street, Grangetown, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163627526#/?channel=RES_BUY
450000,3,1.0,"Coryton Crescent, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163626698#/?channel=RES_BUY
220000,3,1.0,"Maitland Place, Grangetown, Cardiff",Terraced,https://www.rightmove.co.uk/properties/159540074#/?channel=RES_BUY
345000,3,3.0,"Blacktown Gardens, Marshfield, Cardiff",End of Terrace,https://www.rightmove.co.uk/properties/160728515#/?channel=RES_BUY
270000,3,1.0,"Springwood, Llanedeyrn, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163616885#/?channel=RES_BUY
500000,4,3.0,"Alcan Grove, Rogerstone, Newport",Detached,https://www.rightmove.co.uk/properties/163615055#/?channel=RES_BUY
279000,3,1.0,"Lovage Close, Pontprennau, Cardiff, CF23",End of Terrace,https://www.rightmove.co.uk/properties/162266756#/?channel=RES_BUY
365000,4,0.0,"Llantrisant Road, St. Fagans, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163607867#/?channel=RES_BUY
290000,2,2.0,"Henke Court, Atlantic Wharf, Cardiff Bay",Apartment,https://www.rightmove.co.uk/properties/151394741#/?channel=RES_BUY
255000,3,1.0,"Summerfield Drive, Llantrisant, Pontyclun, Rhondda Cynon Taff. CF72 8QF",Semi-Detached,https://www.rightmove.co.uk/properties/163607063#/?channel=RES_BUY
480000,4,1.0,"Rhos Llan, Rhiwbina, Cardiff, CF14",Detached,https://www.rightmove.co.uk/properties/163606877#/?channel=RES_BUY
499950,4,2.0,"Marlborough Road, Penylan, Cardiff",End of Terrace,https://www.rightmove.co.uk/properties/163606568#/?channel=RES_BUY
310000,3,,"The Oaks, Llantwit Fardre CF38 2EB",Detached,https://www.rightmove.co.uk/properties/161039591#/?channel=RES_BUY
260000,3,1.0,"Worle Place, Llanrumney, Cardiff. CF3",Terraced,https://www.rightmove.co.uk/properties/163604264#/?channel=RES_BUY
220000,3,1.0,"Church Street, Llanbradach, Caerphilly",Terraced,https://www.rightmove.co.uk/properties/162188678#/?channel=RES_BUY
325000,3,2.0,"West Bute Street, Cymric Buildings West Bute Street, CF10",Apartment,https://www.rightmove.co.uk/properties/163602989#/?channel=RES_BUY
400000,4,2.0,"Albany Road, Roath, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163602974#/?channel=RES_BUY
401000,4,," 60, Marlborough Road, Cardiff, CF235BX",Terraced,https://www.rightmove.co.uk/properties/161034641#/?channel=RES_BUY
310000,3,2.0,"Lansdowne Avenue East, Canton, Canton CF11 8BU",Semi-Detached,https://www.rightmove.co.uk/properties/162468938#/?channel=RES_BUY
200000,2,1.0,"Traherne Drive, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163599368#/?channel=RES_BUY
475000,4,1.0,"Melrose Avenue, Penylan, Cardiff",End of Terrace,https://www.rightmove.co.uk/properties/163599017#/?channel=RES_BUY
259950,2,2.0,"Grangemoor Court, Cardiff",Apartment,https://www.rightmove.co.uk/properties/163596947#/?channel=RES_BUY
320000,3,1.0,"Fairwater Grove West, Llandaff, Cardiff",Terraced,https://www.rightmove.co.uk/properties/162382916#/?channel=RES_BUY
279950,2,1.0,"Lowland Drive, Tonteg, Pontypridd, CF38",Bungalow,https://www.rightmove.co.uk/properties/160855793#/?channel=RES_BUY
250000,3,1.0,"Pentwyn Terrace, Marshfield, CF3",Terraced,https://www.rightmove.co.uk/properties/163595447#/?channel=RES_BUY
400000,3,2.0,"Mountbatten Close, Cyncoed, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163595042#/?channel=RES_BUY
325000,3,1.0,"Mansell Avenue, Michaelston, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163594883#/?channel=RES_BUY
430000,4,3.0,"Maes Y Bryn, Pontprennau, Cardiff",Detached,https://www.rightmove.co.uk/properties/87167397#/?channel=RES_BUY
315000,2,2.0,"Beech Grove, Caerphilly",Detached,https://www.rightmove.co.uk/properties/157213568#/?channel=RES_BUY
260000,3,1.0,"Tordoff Way, Barry",Semi-Detached Bungalow,https://www.rightmove.co.uk/properties/163591865#/?channel=RES_BUY
230000,2,1.0,"Westbourne Court, Barry",Semi-Detached Bungalow,https://www.rightmove.co.uk/properties/160056347#/?channel=RES_BUY
300000,3,1.0,"Johnston Road, Llanishen, Cardiff. CF14",Semi-Detached,https://www.rightmove.co.uk/properties/153677381#/?channel=RES_BUY
425000,2,1.0,"1 Woodbine Cottage,Peterston-Super-Ely, Cardiff, CF5 6LJ",Semi-Detached,https://www.rightmove.co.uk/properties/163587605#/?channel=RES_BUY
305000,2,1.0,"Lozelles Gardens, Church Road, Lisvane, Cardiff",Flat,https://www.rightmove.co.uk/properties/158738441#/?channel=RES_BUY
200000,2,0.0,"Robert Street, Cathays, Cardiff, CF24",House,https://www.rightmove.co.uk/properties/158343434#/?channel=RES_BUY
400000,4,3.0,"Clos Glascoed, Dinas Powys",Detached,https://www.rightmove.co.uk/properties/163585892#/?channel=RES_BUY
300000,4,1.0,"Fishguard Road, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163584239#/?channel=RES_BUY
349950,4,2.0,"Chartist Road, Llantrisant, Pontyclun, CF72",Semi-Detached,https://www.rightmove.co.uk/properties/163583411#/?channel=RES_BUY
225000,3,1.0,"Cambria Road, Cardiff, CF5",End of Terrace,https://www.rightmove.co.uk/properties/163583093#/?channel=RES_BUY
395000,3,2.0,"Summerland Crescent, Llandough, Penarth",Semi-Detached,https://www.rightmove.co.uk/properties/163582127#/?channel=RES_BUY
375000,4,3.0,"Wyncliffe Gardens, Cardiff. CF23",Semi-Detached,https://www.rightmove.co.uk/properties/163580933#/?channel=RES_BUY
235000,3,1.0,"Rhymney Terrace, Caerphilly, CF83",Terraced,https://www.rightmove.co.uk/properties/149495768#/?channel=RES_BUY
395000,3,1.0,"Philip Close, Heath, Cardiff, CF14 4SD",Semi-Detached,https://www.rightmove.co.uk/properties/163578971#/?channel=RES_BUY
220000,3,1.0,"Bishopston Road, CARDIFF",Semi-Detached,https://www.rightmove.co.uk/properties/163576616#/?channel=RES_BUY
220000,3,1.0,"Chapel Wood, Llanedeyrn",Terraced,https://www.rightmove.co.uk/properties/163575971#/?channel=RES_BUY
375000,3,2.0,"Powderham Drive, Grangetown, CF11 8ND",Detached,https://www.rightmove.co.uk/properties/163575071#/?channel=RES_BUY
395000,3,1.0,"Whitehall Parade, Rumney",Semi-Detached,https://www.rightmove.co.uk/properties/162478793#/?channel=RES_BUY
214995,2,2.0,"Prague House, Ezel Court, Century Wharf, Cardiff",Apartment,https://www.rightmove.co.uk/properties/162768026#/?channel=RES_BUY
390000,4,3.0,"Clos Hector, Pengam Green, Cardiff",Detached,https://www.rightmove.co.uk/properties/161377607#/?channel=RES_BUY
200000,2,1.0,"Cwm-Dylan Close, Bassaleg, Newport",Terraced,https://www.rightmove.co.uk/properties/163571180#/?channel=RES_BUY
273000,3,2.0,"Neyland Close, Tonteg, Pontypridd",Semi-Detached,https://www.rightmove.co.uk/properties/162340322#/?channel=RES_BUY
439950,3,2.0,"St. Philbert Street, Radyr, Cardiff",Detached,https://www.rightmove.co.uk/properties/161230958#/?channel=RES_BUY
260000,2,1.0,"Maes Yr Ysgol, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163552331#/?channel=RES_BUY
440000,3,1.0,"Andrews Road, Cardiff",Detached,https://www.rightmove.co.uk/properties/159735173#/?channel=RES_BUY
450000,4,2.0,"Crib Y Lan, Gwaelod-y-garth, Cardiff",Detached,https://www.rightmove.co.uk/properties/159865115#/?channel=RES_BUY
235000,3,1.0,"Bronhaul, Talbot Green, Pontyclun, Rhondda Cynon Taff, CF72",Semi-Detached,https://www.rightmove.co.uk/properties/163773287#/?channel=RES_BUY
335000,3,1.0,"Canada Road, Heath/Gabalfa, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163545557#/?channel=RES_BUY
225000,3,1.0,"Ael Y Bryn, Llanedeyrn, Cardiff, CF23",End of Terrace,https://www.rightmove.co.uk/properties/160349534#/?channel=RES_BUY
240000,3,1.0,"Elgar Crescent, Cardiff",End of Terrace,https://www.rightmove.co.uk/properties/161761352#/?channel=RES_BUY
280000,3,2.0,"Druids Close, Caerphilly, Mid Glamorgan",Detached,https://www.rightmove.co.uk/properties/162184664#/?channel=RES_BUY
300000,2,2.0,"Cymric Buildings, Cardiff",Apartment,https://www.rightmove.co.uk/properties/159597800#/?channel=RES_BUY
