price,bedrooms,bathrooms,address,property_type,url
475000,4,2.0,"Castle Road, Cardiff, CF15",Semi-Detached,https://www.rightmove.co.uk/properties/160690925#/?channel=RES_BUY
225000,2,1.0,"Carisbrooke Way, Penylan, Cardiff",Maisonette,https://www.rightmove.co.uk/properties/161365412#/?channel=RES_BUY
450000,4,2.0,"Grimson Close, Sully, Penarth",Detached,https://www.rightmove.co.uk/properties/163998902#/?channel=RES_BUY
250000,3,1.0,"Bryn Rhedyn, Mornington Meadows",Detached,https://www.rightmove.co.uk/properties/163469132#/?channel=RES_BUY
260000,4,1.0,"John Street, Penarth",Terraced,https://www.rightmove.co.uk/properties/164159297#/?channel=RES_BUY
370000,3,2.0,"Pallot Way, Pengam Green",Detached,https://www.rightmove.co.uk/properties/163026494#/?channel=RES_BUY
260000,3,1.0,"Railway Street, Splott, Cardiff",Terraced,https://www.rightmove.co.uk/properties/162190355#/?channel=RES_BUY
469995,3,1.0,"Old Vicarage Close, Llanishen, Cardiff, CF14",Semi-Detached,https://www.rightmove.co.uk/properties/163995815#/?channel=RES_BUY
260000,3,1.0,"Pearl Street, Splott, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163994078#/?channel=RES_BUY
300000,2,1.0,"Mardy Crescent, Caerphilly, CF83",Detached Bungalow,https://www.rightmove.co.uk/properties/163993457#/?channel=RES_BUY
250000,2,1.0,"Cherry Tree Close, Bedwas, CF83",Semi-Detached Bungalow,https://www.rightmove.co.uk/properties/163992629#/?channel=RES_BUY
429995,4,,"Pontprennau,
Cardiff,
CF3 6YJ",Detached,https://www.rightmove.co.uk/properties/163991969#/?channel=RES_BUY
315000,3,1.0,"Princes Avenue, Caerphilly, CF83 1HS",Terraced,https://www.rightmove.co.uk/properties/158474567#/?channel=RES_BUY
240000,3,1.0,"Thomas Street, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163984676#/?channel=RES_BUY
275000,3,2.0,"Brunel Street, CARDIFF",Terraced,https://www.rightmove.co.uk/properties/163984661#/?channel=RES_BUY
400000,2,1.0,"Stacey Road, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163984655#/?channel=RES_BUY
325000,4,2.0,"Cae Newydd Close, Michaelston, Cardiff CF5 4TS",Semi-Detached,https://www.rightmove.co.uk/properties/163983284#/?channel=RES_BUY
325000,5,2.0,"Seymour Street, Splott",Terraced,https://www.rightmove.co.uk/properties/159892034#/?channel=RES_BUY
325000,6,2.0,"Sapphire Street, Adamsdown",Terraced,https://www.rightmove.co.uk/properties/159775664#/?channel=RES_BUY
300000,5,2.0,"Railway Street, Splott",Terraced,https://www.rightmove.co.uk/properties/159861611#/?channel=RES_BUY
265000,5,2.0,"Orbit Street, Adamsdown",Terraced,https://www.rightmove.co.uk/properties/159556100#/?channel=RES_BUY
275000,3,2.0,"Heol Trelai, Caerau, Cardiff, CF5 5LF",Semi-Detached,https://www.rightmove.co.uk/properties/163981397#/?channel=RES_BUY
240000,3,1.0,"Pearl Street, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163979858#/?channel=RES_BUY
400000,5,3.0,"Broadway, Cardiff",House,https://www.rightmove.co.uk/properties/163979852#/?channel=RES_BUY
350000,3,2.0,"Brython Drive, St. Mellons, Cardiff",Detached,https://www.rightmove.co.uk/properties/163979780#/?channel=RES_BUY
390000,3,3.0,"Tal-Y-Bryn, Penarth",Town House,https://www.rightmove.co.uk/properties/163979792#/?channel=RES_BUY
425000,4,1.0,"Neville Place, CARDIFF",Semi-Detached,https://www.rightmove.co.uk/properties/163979726#/?channel=RES_BUY
395000,3,1.0,"Heol Isaf, Rhiwbina, Cardiff. CF14",Semi-Detached Bungalow,https://www.rightmove.co.uk/properties/163107206#/?channel=RES_BUY
299950,3,2.0,"Trem Y Coed, Mulberry Grove, St. Fagans, Cardiff",Terraced,https://www.rightmove.co.uk/properties/87082794#/?channel=RES_BUY
270000,2,2.0,"Ty Gwyn House, Ty-Gwyn Road, Penylan, Cardiff",Apartment,https://www.rightmove.co.uk/properties/160350155#/?channel=RES_BUY
245000,2,2.0,"Heathwood Road, Cardiff",Apartment,https://www.rightmove.co.uk/properties/163976969#/?channel=RES_BUY
375000,3,2.0,"Clos Y Dyfrgi, Thornhill, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163974422#/?channel=RES_BUY
390000,3,2.0,"Weekes Close, Llanrumney, Cardiff",House,https://www.rightmove.co.uk/properties/163974416#/?channel=RES_BUY
240000,3,1.0,"Southey Street, Barry",Semi-Detached,https://www.rightmove.co.uk/properties/163974413#/?channel=RES_BUY
250000,2,1.0,"Minny Street, Cardiff",Terraced,https://www.rightmove.co.uk/properties/160308530#/?channel=RES_BUY
250000,2,2.0,"Schooner Drive, Cardiff",Apartment,https://www.rightmove.co.uk/properties/153519119#/?channel=RES_BUY
380000,4,2.0,"Cumberland Street, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163972403#/?channel=RES_BUY
209950,2,1.0,"Traherne Drive, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163971902#/?channel=RES_BUY
275000,3,1.0,"Crossways Street, Barry",Semi-Detached,https://www.rightmove.co.uk/properties/163971803#/?channel=RES_BUY
380000,4,2.0,"Cwrt Dyfed, Barry, The Vale Of Glamorgan. CF63 1DZ",Detached,https://www.rightmove.co.uk/properties/163971737#/?channel=RES_BUY
410000,3,2.0,"Aber Street, Cardiff CF11 7AG",Terraced,https://www.rightmove.co.uk/properties/163971194#/?channel=RES_BUY
350000,3,1.0,"Wentloog Road, Rumney, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163969691#/?channel=RES_BUY
210000,2,1.0,"Daviot Street, Cardiff",Flat,https://www.rightmove.co.uk/properties/163969658#/?channel=RES_BUY
375000,3,1.0,"Parc Y Fro, Creigiau, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163969280#/?channel=RES_BUY
210000,3,1.0,"Heol-Y-Sarn, Llantrisant, Pontyclun",Semi-Detached,https://www.rightmove.co.uk/properties/157873064#/?channel=RES_BUY
260000,3,0.0,"Moorland Road, Cardiff, CF24",House,https://www.rightmove.co.uk/properties/163969136#/?channel=RES_BUY
230000,2,1.0,"Glan-y-Ffordd, Taffs Well, Cardiff, CF15",Terraced,https://www.rightmove.co.uk/properties/163968593#/?channel=RES_BUY
260000,2,1.0,"Harriet Street, Cathays, Cardiff, CF24 4BW",Terraced,https://www.rightmove.co.uk/properties/163964915#/?channel=RES_BUY
250000,3,1.0,"Flat F,  Kimberley Terrace, Llanishen, Cardiff",Maisonette,https://www.rightmove.co.uk/properties/163964897#/?channel=RES_BUY
200000,3,1.0,"Brynglas, Penyrheol, Caerphilly, CF83 2PJ",Semi-Detached,https://www.rightmove.co.uk/properties/163964141#/?channel=RES_BUY
260000,3,1.0,"Maes-y-Drudwen, Glenfields, Caerphilly, CF83 2QG",Semi-Detached,https://www.rightmove.co.uk/properties/163963601#/?channel=RES_BUY
300000,3,2.0,"Castle Way, Rogerstone, Newport",Semi-Detached,https://www.rightmove.co.uk/properties/159672788#/?channel=RES_BUY
490000,4,3.0,"Alcan Grove, Rogerstone, Newport, NP10 9ND",Detached,https://www.rightmove.co.uk/properties/163047968#/?channel=RES_BUY
275000,1,1.0,"Greenfield Avenue, Whitchurch, Cardiff",Semi-Detached Bungalow,https://www.rightmove.co.uk/properties/159115637#/?channel=RES_BUY
260000,3,1.0,"St Christophers Drive, Caerphilly",Terraced,https://www.rightmove.co.uk/properties/163395296#/?channel=RES_BUY
239995,2,1.0,"Thorley Close, Cyncoed, Cardiff, CF23",Maisonette,https://www.rightmove.co.uk/properties/161240498#/?channel=RES_BUY
425000,3,1.0,"Amesbury Road, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163955912#/?channel=RES_BUY
250000,1,1.0,"Broadway, Cardiff",Ground Flat,https://www.rightmove.co.uk/properties/163955927#/?channel=RES_BUY
260000,3,1.0,"Denbigh Way, Barry",Semi-Detached,https://www.rightmove.co.uk/properties/163955888#/?channel=RES_BUY
300000,3,1.0,"Fishguard Road, Llanishen, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163955894#/?channel=RES_BUY
475000,6,2.0,"Newport Road, Roath, Cardiff",House,https://www.rightmove.co.uk/properties/163950491#/?channel=RES_BUY
300000,3,2.0,"Cold Bay Close, Rogerstone, Newport",Semi-Detached,https://www.rightmove.co.uk/properties/162288680#/?channel=RES_BUY
365000,2,2.0,"Windsor Gardens Windsor Road, Penarth, Cardiff",Apartment,https://www.rightmove.co.uk/properties/148342904#/?channel=RES_BUY
499990,3,2.0,"Leamington Road, Rhiwbina, Cardiff, CF14",Semi-Detached,https://www.rightmove.co.uk/properties/160211912#/?channel=RES_BUY
390000,4,1.0,"Merthyr Dyfan Road, Barry",Detached,https://www.rightmove.co.uk/properties/161128121#/?channel=RES_BUY
385000,3,1.0,"Claerwen Drive, Lakeside, Cardiff, CF23",Semi-Detached,https://www.rightmove.co.uk/properties/163946321#/?channel=RES_BUY
350000,3,1.0,"Llanover Road, CARDIFF",Detached,https://www.rightmove.co.uk/properties/161716502#/?channel=RES_BUY
385000,4,2.0,"Hinchsliff Avenue, Barry",Semi-Detached,https://www.rightmove.co.uk/properties/162369377#/?channel=RES_BUY
230000,3,1.0,"Chichester Way, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163941950#/?channel=RES_BUY
240000,3,1.0,"Frank Road, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163940813#/?channel=RES_BUY
245000,2,1.0,"Redwood Drive, Llantwit Fardre, Pontypridd, CF38",Semi-Detached Bungalow,https://www.rightmove.co.uk/properties/163934354#/?channel=RES_BUY
220000,2,1.0,"Vista Rise, Fairwater, CF5",Terraced,https://www.rightmove.co.uk/properties/163639760#/?channel=RES_BUY
250000,4,2.0,"Buccaneer Way, Newport, NP10",End of Terrace,https://www.rightmove.co.uk/properties/163933973#/?channel=RES_BUY
250000,4,1.0,"Heol Y Coed, Pontyclun, CF72",Terraced,https://www.rightmove.co.uk/properties/163933961#/?channel=RES_BUY
325000,3,2.0,"Clos Gwaun Gledyr, Caerphilly, CF83",Detached,https://www.rightmove.co.uk/properties/163931579#/?channel=RES_BUY
410000,4,2.0,"Woodlawn Way, Thornhill, CF14",Semi-Detached,https://www.rightmove.co.uk/properties/163376111#/?channel=RES_BUY
220000,3,1.0,"Manorbier Crescent, Rumney, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163927445#/?channel=RES_BUY
475000,4,2.0,"Ty'r Winch Road, Old St. Mellons, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163927442#/?channel=RES_BUY
410000,3,1.0,"Norris Close, Penarth",Detached,https://www.rightmove.co.uk/properties/161982101#/?channel=RES_BUY
210000,3,2.0,"Ael-y-bryn, Llanedeyrn, Cardiff",End of Terrace,https://www.rightmove.co.uk/properties/158678897#/?channel=RES_BUY
360000,2,1.0,"Amesbury Road, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/161344769#/?channel=RES_BUY
250000,3,1.0,"Comfrey Close, St. Mellons, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/160527722#/?channel=RES_BUY
255000,3,1.0,"Heol Y Fedwen, Tonteg, Pontypridd",Semi-Detached,https://www.rightmove.co.uk/properties/163927277#/?channel=RES_BUY
240000,3,1.0,"Comet Street, Adamsdown, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163927262#/?channel=RES_BUY
340000,3,2.0,"clos nant Mwlan, Cardiff",Detached,https://www.rightmove.co.uk/properties/163926869#/?channel=RES_BUY
280000,3,2.0,"Newport Road, Cardiff",Terraced,https://www.rightmove.co.uk/properties/157890320#/?channel=RES_BUY
335000,3,2.0,"Port Road East, Barry",Semi-Detached,https://www.rightmove.co.uk/properties/157010690#/?channel=RES_BUY
330000,3,1.0,"Llanishen Street, Cardiff",Terraced,https://www.rightmove.co.uk/properties/160906673#/?channel=RES_BUY
250000,2,1.0,"Handley Road, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/161514629#/?channel=RES_BUY
450000,4,1.0,"Princes Avenue, Cardiff, CF24",End of Terrace,https://www.rightmove.co.uk/properties/163921043#/?channel=RES_BUY
425000,2,2.0,"Luxury Apartment, Adventurers Quay, Cardiff",Flat,https://www.rightmove.co.uk/properties/141593999#/?channel=RES_BUY
250000,3,1.0,"Maesteg Grove, Tonteg,",Semi-Detached,https://www.rightmove.co.uk/properties/163920029#/?channel=RES_BUY
500000,3,0.0,"Heol Nest, Cardiff, CF14",Bungalow,https://www.rightmove.co.uk/properties/157608980#/?channel=RES_BUY
410000,3,1.0,"Heath Halt Road, Cardiff, CF23",Semi-Detached,https://www.rightmove.co.uk/properties/163913060#/?channel=RES_BUY
325000,3,2.0,"Parc Y Nant, Nantgarw, Cardiff, CF15 7TJ",Link Detached House,https://www.rightmove.co.uk/properties/163910576#/?channel=RES_BUY
325000,3,2.0,"Ty'R Person, Church Village, Pontypridd",Detached,https://www.rightmove.co.uk/properties/163906589#/?channel=RES_BUY
365000,3,1.0,"St. Mellons Road, Marshfield, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163905887#/?channel=RES_BUY
330000,3,,"Ton-yr-ywen Avenue, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163901090#/?channel=RES_BUY
240000,3,1.0,"Lydstep Road, Barry",Semi-Detached,https://www.rightmove.co.uk/properties/163905467#/?channel=RES_BUY
475000,3,1.0,"Ffordd Cwellyn, Sovereign Close, Cardiff, CF23",Bungalow,https://www.rightmove.co.uk/properties/163902950#/?channel=RES_BUY
450000,2,1.0,"Heol Wernlas, Whitchurch, Cardiff",Detached Bungalow,https://www.rightmove.co.uk/properties/163901567#/?channel=RES_BUY
445000,4,3.0,"Pant Llygodfa, Caerphilly",Detached,https://www.rightmove.co.uk/properties/163901351#/?channel=RES_BUY
275000,2,1.0,"Pomeroy Street, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163898849#/?channel=RES_BUY
375000,3,2.0,"Paul Williams Walk, Canton, Cardiff",End of Terrace,https://www.rightmove.co.uk/properties/163898183#/?channel=RES_BUY
250000,3,1.0,"Moorland Road, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163305434#/?channel=RES_BUY
265000,3,1.0,"Farmville Road, Cardiff",Terraced,https://www.rightmove.co.uk/properties/160702718#/?channel=RES_BUY
350000,4,2.0,"Beda Road, Canton, Cardiff CF5 1LX",Terraced,https://www.rightmove.co.uk/properties/163897376#/?channel=RES_BUY
395000,4,3.0,"Milestone Close, Heath, Cardiff, CF14",End of Terrace,https://www.rightmove.co.uk/properties/163893956#/?channel=RES_BUY
315000,4,2.0,"Schooner Way, Atlantic Wharf, Cardiff",Town House,https://www.rightmove.co.uk/properties/161697251#/?channel=RES_BUY
249000,2,2.0,"Marconi Avenue, Penarth Marina",Apartment,https://www.rightmove.co.uk/properties/162785684#/?channel=RES_BUY
300000,3,,"Bardsey Crescent, Llanishen, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163880243#/?channel=RES_BUY
325000,4,0.0,"Splott Road, Splott, Cardiff",Terraced,https://www.rightmove.co.uk/properties/158254145#/?channel=RES_BUY
275000,2,1.0,"Byron Court, Penarth",Terraced,https://www.rightmove.co.uk/properties/163892123#/?channel=RES_BUY
215000,2,,"Cae Rhos, Caerphilly",Semi-Detached,https://www.rightmove.co.uk/properties/163877507#/?channel=RES_BUY
300000,3,1.0,"Railway Street, Splott, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163891670#/?channel=RES_BUY
450000,3,1.0,"Althorp Drive, Penarth",Detached,https://www.rightmove.co.uk/properties/163891271#/?channel=RES_BUY
500000,3,1.0,"Heol Nest, Cardiff, CF14",Semi-Detached Bungalow,https://www.rightmove.co.uk/properties/160422782#/?channel=RES_BUY
360000,2,1.0,"Severn Road, Pontcanna, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163889432#/?channel=RES_BUY
288000,3,2.0,"Heol Bennett, St Edeyrns",Semi-Detached,https://www.rightmove.co.uk/properties/162070292#/?channel=RES_BUY
390000,4,4.0,"Ground & First floor flats , 139 Whitchurch Road",Terraced,https://www.rightmove.co.uk/properties/163888661#/?channel=RES_BUY
220000,2,1.0,"Pant Llygodfa, Caerphilly",Terraced,https://www.rightmove.co.uk/properties/163888046#/?channel=RES_BUY
465000,5,3.0,"Maple Fields, Llanrumney, Cardiff",Detached,https://www.rightmove.co.uk/properties/163886111#/?channel=RES_BUY
360000,3,1.0,"Cosmeston Street, South Glamorgan, CF24",Terraced,https://www.rightmove.co.uk/properties/162301487#/?channel=RES_BUY
200000,2,1.0,"Stockland Street, Caerphilly, CF83 1GD",Terraced,https://www.rightmove.co.uk/properties/162468158#/?channel=RES_BUY
300000,3,1.0,"Summerfield Avenue, Heath, Cardiff",End of Terrace,https://www.rightmove.co.uk/properties/156264608#/?channel=RES_BUY
250000,3,3.0,"Manor Park, Newport, NP10",Detached,https://www.rightmove.co.uk/properties/159721454#/?channel=RES_BUY
210000,3,2.0,"Ael-y-bryn, Llanedeyrn, Cardiff",End of Terrace,https://www.rightmove.co.uk/properties/158678897#/?channel=RES_BUY
250000,2,1.0,"Cyfarthfa Street, Roath",Terraced,https://www.rightmove.co.uk/properties/163878485#/?channel=RES_BUY
480000,4,2.0,"Croffta, Dinas Powys, CF64 4UN",Detached,https://www.rightmove.co.uk/properties/163878869#/?channel=RES_BUY
450000,4,3.0,"Grosmont Way, Newport, NP10",Detached,https://www.rightmove.co.uk/properties/158223134#/?channel=RES_BUY
265000,2,1.0,"Vista Court, Northcliffe Drive, Penarth",Apartment,https://www.rightmove.co.uk/properties/160633652#/?channel=RES_BUY
300000,3,1.0,"Letty Street, Cathays, Cardiff",House,https://www.rightmove.co.uk/properties/163877024#/?channel=RES_BUY
300000,3,2.0,"Golwg Y Coed, Barry",Semi-Detached,https://www.rightmove.co.uk/properties/163875326#/?channel=RES_BUY
325000,3,1.0,"Orchard Drive, Barry",Semi-Detached,https://www.rightmove.co.uk/properties/163873031#/?channel=RES_BUY
210000,2,2.0,"Marigold Close, Rogerstone, Newport",Semi-Detached,https://www.rightmove.co.uk/properties/161125853#/?channel=RES_BUY
499950,3,3.0,"Hensol Castle Park, Hensol, Pontyclun",Apartment,https://www.rightmove.co.uk/properties/136568021#/?channel=RES_BUY
275000,3,1.0,"Manor Street, Heath, Cardiff, CF14",Terraced,https://www.rightmove.co.uk/properties/163868474#/?channel=RES_BUY
350000,4,2.0,"Ffordd Nowell, Penylan, Cardiff",Town House,https://www.rightmove.co.uk/properties/162765707#/?channel=RES_BUY
300000,4,1.0,"Brynheulog Terrace, Machen, CF83",Semi-Detached,https://www.rightmove.co.uk/properties/163862519#/?channel=RES_BUY
270000,3,1.0,"De Haia Road, Newport, NP10",Semi-Detached,https://www.rightmove.co.uk/properties/163861367#/?channel=RES_BUY
210000,3,1.0,"Garden Street, Llanbradach, CF83",Terraced,https://www.rightmove.co.uk/properties/163860971#/?channel=RES_BUY
320000,2,1.0,"Hampton Crescent West, Cardiff",Bungalow,https://www.rightmove.co.uk/properties/163855277#/?channel=RES_BUY
280000,2,1.0,"Heath Mead, Cardiff, CF14",Semi-Detached,https://www.rightmove.co.uk/properties/163854830#/?channel=RES_BUY
400000,3,2.0,"Pandy Road, Bedwas, CF83",Detached,https://www.rightmove.co.uk/properties/163853930#/?channel=RES_BUY
250000,2,1.0,"Westgate Street, City Centre, Cardiff",Apartment,https://www.rightmove.co.uk/properties/163852778#/?channel=RES_BUY
260000,3,1.0,"Planet Street, Adamsdown, Cardiff",Terraced,https://www.rightmove.co.uk/properties/157558946#/?channel=RES_BUY
225000,2,1.0,"Dungarvan Drive, Pontprennau, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163850282#/?channel=RES_BUY
225000,2,1.0,"Clwyd, Northcliffe, Penarth",Flat,https://www.rightmove.co.uk/properties/163849403#/?channel=RES_BUY
280000,3,1.0,"Gwennyth Street, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/162974507#/?channel=RES_BUY
465000,5,2.0,"10 Elworthy Close, Sully, CF64 5TT",Detached,https://www.rightmove.co.uk/properties/157302353#/?channel=RES_BUY
425000,5,2.0,"Minister Street, Cathays, Cardiff",End of Terrace,https://www.rightmove.co.uk/properties/158206895#/?channel=RES_BUY
230000,3,1.0,"Whitmuir Road, Tremorfa, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163847813#/?channel=RES_BUY
225000,2,2.0,"Pendeen House, Ferry Court, Cardiff, South  Glamorgan, CF11",Flat,https://www.rightmove.co.uk/properties/163847075#/?channel=RES_BUY
215000,2,1.0,"Alfred Street, Roath, Cardiff, CF24",Apartment,https://www.rightmove.co.uk/properties/163845965#/?channel=RES_BUY
230000,3,1.0,"Llys Corrwg, Pontypridd",Semi-Detached,https://www.rightmove.co.uk/properties/163329581#/?channel=RES_BUY
300000,3,1.0,"Deepdene Close, St Fagans, Cardiff CF5 4SB",Semi-Detached,https://www.rightmove.co.uk/properties/159978956#/?channel=RES_BUY
330000,3,2.0,"Harrison Drive, St. Mellons, Cardiff",Detached,https://www.rightmove.co.uk/properties/163845668#/?channel=RES_BUY
390000,4,2.0,"Suran Y Gog, Barry, CF63",Detached,https://www.rightmove.co.uk/properties/163845206#/?channel=RES_BUY
350000,3,2.0,"Semi-Detached, Deer Park Lane, Bassaleg",Semi-Detached,https://www.rightmove.co.uk/properties/163844891#/?channel=RES_BUY
315000,3,1.0,"Malefant Street, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163000292#/?channel=RES_BUY
377500,4,2.0,"Maple Fields, Llanrumney, Cardiff",Detached,https://www.rightmove.co.uk/properties/163843340#/?channel=RES_BUY
387500,5,1.0,"Harlech Drive, Dinas Powys, Vale of Glamorgan. CF64 4NZ",Semi-Detached,https://www.rightmove.co.uk/properties/163842536#/?channel=RES_BUY
295000,3,1.0,"Georges Row, Dinas Powys, CF64",Terraced,https://www.rightmove.co.uk/properties/163840610#/?channel=RES_BUY
475000,3,2.0,"Clas Illtyd, Whitchurch, Cardiff",Detached Bungalow,https://www.rightmove.co.uk/properties/163839650#/?channel=RES_BUY
399950,4,2.0,"De Burgh Street, Riverside",End of Terrace,https://www.rightmove.co.uk/properties/163839551#/?channel=RES_BUY
360000,4,2.0,"Manor Chase, Beddau, PONTYPRIDD",Detached,https://www.rightmove.co.uk/properties/163839257#/?channel=RES_BUY
280000,2,1.0,"Victoria Road, Whitchurch, Cardiff",Terraced,https://www.rightmove.co.uk/properties/161201231#/?channel=RES_BUY
400000,3,1.0,"Stallcourt Avenue, Penylan, Cardiff",House,https://www.rightmove.co.uk/properties/162371180#/?channel=RES_BUY
250000,3,1.0,"Uphill Road, Llanrumney, Cardiff, CF3",Semi-Detached,https://www.rightmove.co.uk/properties/157702190#/?channel=RES_BUY
325000,2,1.0,"Newbridge Road, Llantrisant, Pontyclun, Rhondda Cynon Taff. CF72 8EY",Detached,https://www.rightmove.co.uk/properties/163836236#/?channel=RES_BUY
215000,2,2.0,"Newport Road, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163834508#/?channel=RES_BUY
350000,3,2.0,"Talbot House, Hensol Castle Park, Pontyclun, Rhonda Cynon Taf",Apartment,https://www.rightmove.co.uk/properties/153280052#/?channel=RES_BUY
350000,2,2.0,"Greyfriars Road, Cardiff",Apartment,https://www.rightmove.co.uk/properties/163827071#/?channel=RES_BUY
340000,3,1.0,"Atlas Road, Canton, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163826975#/?channel=RES_BUY
499000,5,3.0,"Gordon Road, Roath, Cardiff, CF24",End of Terrace,https://www.rightmove.co.uk/properties/161358845#/?channel=RES_BUY
210000,3,1.0,"Pearl Street, Splott, Cardiff",Terraced,https://www.rightmove.co.uk/properties/148389263#/?channel=RES_BUY
385000,3,2.0,"Tintern Street, Cardiff",Town House,https://www.rightmove.co.uk/properties/163825250#/?channel=RES_BUY
350000,3,2.0,"Hensol Castle Park, Hensol, Pontyclun, CF72",Apartment,https://www.rightmove.co.uk/properties/162463868#/?channel=RES_BUY
330000,3,2.0,"Rhodfa Ieuan, Capel Llanilltern, Cardiff",Town House,https://www.rightmove.co.uk/properties/163821398#/?channel=RES_BUY
315000,4,2.0,"Schooner Way, Atlantic Wharf, Cardiff",Town House,https://www.rightmove.co.uk/properties/161697251#/?channel=RES_BUY
260000,2,2.0,"Dorset Street, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163820453#/?channel=RES_BUY
300000,2,2.0,"Queen Street, Cardiff",Flat,https://www.rightmove.co.uk/properties/163820267#/?channel=RES_BUY
315000,3,1.0,"Egerton Mews, Egerton Street, Canton, Cardiff, CF5 1RF",Detached,https://www.rightmove.co.uk/properties/163071743#/?channel=RES_BUY
259950,2,1.0,"Flat 9 Albert Court, 11 Albert Crescent, Penarth, CF64 1DA",Apartment,https://www.rightmove.co.uk/properties/162307883#/?channel=RES_BUY
245000,2,1.0,"Oregano Close, St. Mellons, Cardiff",Semi-Detached Bungalow,https://www.rightmove.co.uk/properties/156592583#/?channel=RES_BUY
375000,3,1.0,"Romilly Road, Canton, Cardiff",Town House,https://www.rightmove.co.uk/properties/163815017#/?channel=RES_BUY
475000,4,2.0,"Roath Court Road, Roath",Terraced,https://www.rightmove.co.uk/properties/157331474#/?channel=RES_BUY
250000,3,1.0,"Grangemoor Court, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163788818#/?channel=RES_BUY
215000,2,1.0,"Hillcrest Close, Thornhill, Cardiff, CF14",Semi-Detached,https://www.rightmove.co.uk/properties/158686850#/?channel=RES_BUY
235000,2,1.0,"Y Felin Ffrwd, Caerphilly",Semi-Detached,https://www.rightmove.co.uk/properties/163811918#/?channel=RES_BUY
215000,2,,"Larch Drive , Cross Inn, CF72 8NL",Semi-Detached,https://www.rightmove.co.uk/properties/162311129#/?channel=RES_BUY
485000,5,3.0,"Picton Walk, Newport",Detached,https://www.rightmove.co.uk/properties/163802918#/?channel=RES_BUY
257500,3,1.0,"Manor Chase, Beddau, CF38",End of Terrace,https://www.rightmove.co.uk/properties/163795820#/?channel=RES_BUY
220000,3,1.0,"Plymouthwood Crescent, Ely, Cardiff CF5 4DN",Semi-Detached,https://www.rightmove.co.uk/properties/163802657#/?channel=RES_BUY
400000,2,1.0,"Clas Gabriel, Cardiff",Detached Bungalow,https://www.rightmove.co.uk/properties/163798583#/?channel=RES_BUY
275000,4,1.0,"Ty Cerrig, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163798544#/?channel=RES_BUY
490000,4,2.0,"Wyndham Crescent, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/162302576#/?channel=RES_BUY
269500,2,1.0,"Camelot Way, Thornhill, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163437695#/?channel=RES_BUY
400000,3,1.0,"Manor Way, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163793387#/?channel=RES_BUY
237000,2,2.0,"Glebe Street, Penarth",Terraced,https://www.rightmove.co.uk/properties/163793369#/?channel=RES_BUY
275000,2,1.0,"Elmgrove Place, Dinas Powys",Terraced,https://www.rightmove.co.uk/properties/159256784#/?channel=RES_BUY
300000,3,1.0,"Sandringham Close, Barry",Semi-Detached,https://www.rightmove.co.uk/properties/163793120#/?channel=RES_BUY
425000,3,2.0,"Bridgeman Road, Penarth",Apartment,https://www.rightmove.co.uk/properties/161333186#/?channel=RES_BUY
235000,3,1.0,"13 Nightingale Place, Dinas Powys, The Vale Of Glamorgan. CF64 4RB",End of Terrace,https://www.rightmove.co.uk/properties/163792712#/?channel=RES_BUY
